Generation gvNormUnres1 sd var SDSt zMean AdditGenicVar1 SDGenic SDGenicSt zMeanGenic SDGenicStNeg Genic_Genetic_VAR Genic_Genetic_SD Genic_Genetic_SDSt zMeanGenic_Genetic scenario Rep Repeats
40 5.56175956439435 1.34107199821249 1.79847410438964 1 0 2.2375126815 1.4958317691171 1 0 0 1.79847410438964 1.34107199821249 1 0 1_1 0 1
41 5.51962101378589 1.34044411793972 1.79679043331919 0.999531807185886 -0.0314215423665746 2.2394283972 1.49647198343303 1.00042799887604 -0.0281706482496574 -0.000427998876043389 1.80001392363014 1.34164597552042 1.00042799887604 -0.0314215423665746 1_1 0 1
42 6.17119602332889 1.35097443172294 1.82513191516911 1.00738396858904 0.454439776348214 2.213461612 1.48777068528722 0.994610968963013 0.407423128400495 0.0053890310369874 1.77914226951949 1.33384491959129 0.994610968963013 0.454439776348214 1_1 0 1
43 6.39445908289628 1.36717156601195 1.86915809091157 1.0194617200525 0.620920815296892 2.217789588 1.48922449214348 0.995582874284369 0.556679925974178 0.00441712571563058 1.78262102198636 1.33514831460268 0.995582874284369 0.620920815296892 1_1 0 1
44 6.77500052376096 1.41640672551856 2.00620801209421 1.05617500582108 0.904679958260057 2.1974069082 1.48236530861998 0.990997342899681 0.81108115525766 0.00900265710031933 1.76623777549062 1.32899878686574 0.990997342899681 0.904679958260057 1_1 0 1
45 7.24891707425617 1.45689196503211 2.12253419777512 1.08636372019846 1.25806631717806 2.1878286184 1.47913103489853 0.988835152078346 1.1279059214377 0.011164847921654 1.75853891134023 1.32609913330046 0.988835152078346 1.25806631717806 1_1 0 1
46 7.81193074409894 1.43830333689519 2.06871648892383 1.07250269844743 1.6778899139672 2.1823303277 1.47727124378023 0.987591836381558 1.50429428373 0.0124081636184418 1.7541194801012 1.32443175743456 0.987591836381558 1.6778899139672 1_1 0 1
47 8.38424229718706 1.44924537068079 2.10031214443969 1.08066186797762 2.10464668306756 2.1637492876 1.47096882618225 0.983378516589788 1.8868985076167 0.0166214834102119 1.73918436052455 1.3187813922423 0.983378516589788 2.10464668306756 1_1 0 1
48 8.80623802190708 1.35208323392425 1.82812907145905 1.00821077147717 2.41931712975685 2.1387982262 1.46246306832002 0.977692210122813 2.16901293614572 0.0223077898771867 1.71912912768678 1.31115564586619 0.977692210122813 2.41931712975685 1_1 0 1
49 9.22550670071486 1.41362808462196 1.99834436163194 1.05410305077294 2.73195409433938 2.1298435594 1.45939835528207 0.9756433747516 2.44930426800802 0.0243566252483998 1.71193152094855 1.30840801012091 0.9756433747516 2.73195409433938 1_1 0 1
50 9.64868486057007 1.37901989489499 1.9016958705162 1.02829668856936 3.0475062499427 2.100094918 1.44917042407027 0.968805753420804 2.73220918324791 0.0311942465791964 1.68802007604769 1.2992382676198 0.968805753420804 3.0475062499427 1_1 0 1
51 10.0775498071291 1.37960842953445 1.90331941884251 1.02873554244166 3.36729888384357 2.0747451171 1.44039755522564 0.962940876751012 3.01891585402026 0.0370591232489881 1.66764434327664 1.29137304574497 0.962940876751012 3.36729888384357 1_1 0 1
52 10.3456900661974 1.38099165912182 1.90713796256405 1.02976697818055 3.56724359928437 2.0646845357 1.43690101805935 0.960603356423875 3.19817415338536 0.039396643576125 1.65955782145595 1.28823826268899 0.960603356423875 3.56724359928437 1_1 0 1
53 10.8121191288862 1.3357377328843 1.78419529105088 0.996022387064001 3.91504674729623 2.0340463755 1.42619997738746 0.953449449886508 3.50999335145211 0.0465505501134922 1.63493139668463 1.2786443589539 0.953449449886508 3.91504674729623 1_1 0 1
54 11.1293438874269 1.32958353807667 1.76779238472447 0.991433375574811 4.15159240551856 2.0258612391 1.42332752348151 0.951529144431536 3.72206583519668 0.0484708555684642 1.6283523252103 1.27606909108022 0.951529144431536 4.15159240551856 1_1 0 1
55 11.5915471586982 1.3524661677409 1.82916473488375 1.00849631454806 4.49624449868535 2.0007880057 1.41449213702304 0.945622473212964 4.03105998869305 0.054377526787036 1.60819889262596 1.26814781970635 0.945622473212964 4.49624449868535 1_1 0 1
56 11.8361927627605 1.33672940522332 1.7868455027887 0.996761849479403 4.6786699049188 1.9841329793 1.40859255262123 0.941678457232285 4.1946115384817 0.058321542767715 1.5948118696446 1.26285861031416 0.941678457232285 4.6786699049188 1_1 0 1
57 12.1426424824351 1.31617402784959 1.73231407158581 0.981434277655422 4.90718091706661 1.9621921879 1.40078270545435 0.936457384028649 4.39948064609231 0.0635426159713515 1.57717623991657 1.25585677524014 0.936457384028649 4.90718091706661 1_1 0 1
58 12.5264382216313 1.32383042441872 1.75252699261664 0.987143439116798 5.19336669956579 1.9390323448 1.39249141641879 0.930914455200192 4.65605745313707 0.0690855447998077 1.55856075745631 1.24842330860021 0.930914455200192 5.19336669956579 1_1 0 1
59 12.7841750626758 1.29908345274867 1.68761781720541 0.968690312287644 5.38555387623343 1.9111201407 1.38243268939215 0.924189950991688 4.82836081395995 0.0758100490083116 1.53612540918528 1.23940526430433 0.924189950991689 5.38555387623343 1_1 0 1
60 13.0567392829486 1.32730026241395 1.76172598660415 0.989730800570817 5.58879741620459 1.8987852047 1.37796415218249 0.921202624942118 5.0105766392287 0.0787973750578819 1.52621080036151 1.23539904498972 0.921202624942118 5.58879741620459 1_1 0 1
40 5.56175956439435 1.34107199821249 1.79847410438964 1 0 2.2375126815 1.4958317691171 1 0 0 1.79847410438964 1.34107199821249 1 0 1_2 0 1
41 5.50839822305666 1.34778231664862 1.81651717307071 1.00500369737424 -0.0397900645221298 2.2407166354 1.4969023466479 1.0007157071757 -0.0356733574185234 -0.000715707175702684 1.80104938727785 1.34203181306475 1.0007157071757 -0.0397900645221298 1_2 0 1
42 6.08941015850574 1.34704999278383 1.81454368305892 1.00445762388545 0.393454337138268 2.2176299654 1.48917089865468 0.995547045730718 0.352747284156713 0.00445295426928227 1.7824927200934 1.33510026593264 0.995547045730718 0.393454337138268 1_2 0 1
