Generation gvNormUnres1 sd var SDSt zMean AdditGenicVar1 SDGenic SDGenicSt zMeanGenic SDGenicStNeg Genic_Genetic_VAR Genic_Genetic_SD Genic_Genetic_SDSt zMeanGenic_Genetic scenario Rep Repeats
40 5.56175956439435 1.34107199821249 1.79847410438964 1 0 2.2375126815 1.4958317691171 1 0 0 1.79847410438964 1.34107199821249 1 0 1_1 0 1
41 6.05468985478021 1.38373719521498 1.91472862542143 1.03181424789971 0.367564374651682 2.2229064537 1.49094146555121 0.996730712860327 0.329535914775231 0.003269287139673 1.7867338703886 1.33668764877536 0.996730712860327 0.367564374651682 1_1 0 1
42 6.41942390174588 1.39377526174198 1.94260948024392 1.03929935424775 0.639536384694263 2.2165114694 1.48879530809309 0.995295954284909 0.573369515916723 0.00470404571509075 1.78159369229861 1.33476353422567 0.995295954284909 0.639536384694263 1_1 0 1
43 6.86990395207938 1.39876595189857 1.95654618819071 1.04302077275715 0.975446798850951 2.2081393394 1.48598093507286 0.99341447731782 0.874526410451317 0.00658552268217993 1.77486431859356 1.33224033814983 0.99341447731782 0.975446798850951 1_1 0 1
44 7.36806009893485 1.41670232365339 2.00704547384491 1.05639542510895 1.34690794897523 2.1761437888 1.47517585012771 0.986191014647598 1.20755593766179 0.0138089853524025 1.7491468468288 1.32255315463266 0.986191014647598 1.34690794897523 1_1 0 1
45 7.87536268652238 1.42893467801041 2.04185431402071 1.06551675071512 1.72518934495077 2.1640491056 1.47107073439723 0.983446644715609 1.54670008345498 0.0165533552843907 1.73942534906217 1.31887275696413 0.983446644715609 1.72518934495077 1_1 0 1
46 8.41457383157836 1.38864622797552 1.92833834647064 1.03547477676548 2.12726406262043 2.1467335933 1.46517357104884 0.979504247268153 1.90717587771775 0.0204957527318473 1.72550743890538 1.31358571814152 0.979504247268153 2.12726406262043 1_1 0 1
47 8.99827994568413 1.35422087876382 1.83391418847986 1.00980475363654 2.56251743819146 2.1281945072 1.45883326915724 0.975265600902633 2.29739764339819 0.0247343990973667 1.71060604123038 1.3079013881904 0.975265600902633 2.56251743819146 1_1 0 1
48 9.47841209517115 1.35427411768943 1.83405838584349 1.00984445241906 2.92053859598685 2.1198835459 1.45598198680478 0.973359449147252 2.61837768901549 0.0266405508527482 1.70392583387146 1.30534510144691 0.973359449147252 2.92053859598685 1_1 0 1
49 9.96449307896388 1.33527974250859 1.78297199075382 0.995680876409605 3.28299563367061 2.0972323097 1.44818241589242 0.968145245870257 2.94333467537475 0.0318547541297435 1.68571916086579 1.29835247943915 0.968145245870257 3.28299563367061 1_1 0 1
50 10.5296778144377 1.35979278238182 1.8490364110177 1.01395956681989 3.70443813357153 2.0851662912 1.44401048860457 0.965356210783568 3.32117444796321 0.0346437892164319 1.67602070329066 1.29461218258236 0.965356210783568 3.70443813357153 1_1 0 1
51 10.947560577603 1.36056438132889 1.85113543574087 1.01453492664255 4.01604165949876 2.0679808439 1.43804758054106 0.961369861391467 3.60053926143547 0.0386301386085331 1.66220733713772 1.28926620103752 0.961369861391467 4.01604165949876 1_1 0 1
52 11.4358414574602 1.3655993455251 1.86486157249857 1.01828935906894 4.38013909834475 2.04500267 1.43003589815081 0.956013856421083 3.92696693193845 0.0439861435789169 1.64373787724728 1.28208341274945 0.956013856421083 4.38013909834475 1_1 0 1
53 11.9613940797992 1.36660049990008 1.86759692632714 1.01903589197419 4.77202903642377 2.0205582242 1.42146340937781 0.950282938713634 4.27831167082524 0.0497170612863658 1.62408985329151 1.27439783948793 0.950282938713634 4.77202903642377 1_1 0 1
